n,gamma,perceptron_weights,svm_weights,perceptron_error,svm_error,svm/percp
15,0.04713167975009429,[-1.95012736 -1.49343165],[ 0.70729882 -0.85773402],0.0,0.0,0.45261285254279554
15,0.026616550072867277,[0.35456597 0.14152485],[-1.10005444 -0.03001839],0.0,0.6666666666666666,2.882551236796315
15,0.022440614816148483,[-1.08507828 -1.139094  ],[-1.7435287  -0.13575921],0.0,0.3333333333333333,1.1116298662718993
15,0.08336070690802821,[ 1.49879758 -2.65170027],[ 0.53128652 -1.00843583],0.0,0.6666666666666666,0.3742090884978108
15,0.14546698502793576,[-1.71904291  0.55249842],[-1.23482357  1.60995821],0.0,0.3333333333333333,1.1236848198717628
15,0.10626554961488618,[0.70905611 2.11900634],[1.05019597 2.09444833],0.0,0.6666666666666666,1.048558859692855
15,0.585544297266434,[ 0.40079602 -0.23120867],[ 0.35790861 -1.40774969],0.0,0.6666666666666666,3.139232105861062
15,0.012346385783635576,[-2.08878112 -3.07021182],[-0.31492959  1.68331896],0.0,0.6666666666666666,0.4611767251018264
15,0.7081170513070342,[-1.33234889  0.0062502 ],[0.27206397 1.33591211],0.0,0.6666666666666666,1.0232448442566058
15,0.0285153051563299,[-1.53859416  0.3564544 ],[-2.7705671   0.02280621],0.0,0.3333333333333333,1.7543097619398271
15,0.06945865883194974,[ 1.58652427 -0.23603169],[1.43269578 0.5635843 ],0.0,0.6666666666666666,0.9598338692721764
15,0.06493028621635469,[-2.57099472 -2.08358473],[-2.14403034 -1.35634649],0.6666666666666666,0.0,0.7666421364925351
15,0.07968180038008052,[-0.17498546 -2.68353837],[ 0.03429317 -2.36954084],0.3333333333333333,0.0,0.8812122474280054
15,0.05754725235008678,[0.15371644 0.25023869],[-1.10992389  0.92390886],0.0,0.6666666666666666,4.917385265507498
15,0.06714219353935647,[-3.5328416  -0.41141187],[-2.36696872 -0.32910212],0.6666666666666666,0.6666666666666666,0.6718945837350395
15,0.028375755043209747,[-3.0096481  -0.22833612],[-2.1502467  -0.64570473],0.0,0.0,0.7438315356778524
15,0.7755045687807015,[-0.17366252  0.46372195],[0.16737368 2.20678083],0.0,0.6666666666666666,4.469381601938159
15,0.0954157046078093,[ 0.81189338 -0.19360563],[ 0.09623725 -1.2339735 ],0.0,0.3333333333333333,1.4829074236766495
15,0.022089075750217027,[0.18572274 0.96502874],[0.50070338 2.05936709],0.0,0.3333333333333333,2.1565900136663756
15,0.02773236551123124,[ 1.84611089 -2.55561495],[ 1.61245074 -2.20305293],0.0,0.0,0.8659655535168076
15,0.02347813859444531,[-2.56212036 -1.90934473],[-1.91886275 -1.21731114],0.0,0.3333333333333333,0.7111709236211983
15,0.028989570415818657,[6.54061733 8.63658714],[2.09261059 1.30606674],0.0,0.0,0.22769058499991646
15,0.07519943979383062,[3.66331135 5.43228918],[1.85289547 2.44311215],0.0,0.0,0.4679851286697616
15,0.02260198839086687,[ 1.4938518  -1.31408757],[ 2.01901117 -1.98113767],0.3333333333333333,0.3333333333333333,1.4217384787967147
15,1.3011437710676252,[-0.51723781 -0.33927182],[-1.69042187 -1.40066025],0.0,1.0,3.548951006691663
15,0.6210764317463339,[-0.47462445  0.16657788],[-1.8346622   0.91529873],0.0,0.0,4.076095378131693
15,0.09771218583349155,[ 0.44677859 -0.74088436],[ 1.74800412 -0.12672258],0.0,0.0,2.0257170637155464
15,0.05266777712544006,[0.88212872 1.63830365],[0.13971538 1.6635884 ],0.0,0.6666666666666666,0.897215324229259
15,0.02201615499320533,[2.05214006 0.57193759],[1.89853517 0.17889784],0.3333333333333333,0.3333333333333333,0.8951323457651426
15,0.11796419633583723,[ 2.76521032 -2.83138123],[ 0.74041549 -2.2485521 ],0.0,0.3333333333333333,0.598160744871674
15,0.16789860229091422,[-0.70073857 -1.29828105],[-1.6341897  -1.77501595],0.0,0.3333333333333333,1.635393501180845
15,0.009016393812338002,[-1.11960733  0.40356944],[-1.68746767 -0.27866352],0.3333333333333333,0.6666666666666666,1.4370985954596283
15,0.04808923788498242,[0.52075743 1.80891165],[1.28444803 2.03660088],0.3333333333333333,0.6666666666666666,1.2791316403324384
15,0.5553460577852757,[-0.39277922  0.24296729],[0.25438096 1.5359214 ],0.0,1.0,3.3708620787225785
15,0.008267873816660968,[ 2.16107214 -1.91262991],[ 1.09596582 -1.61413408],0.0,0.0,0.6760619338044547
15,4.138447752160406,[-0.0411288   0.49690567],[-1.28640405  0.0665605 ],0.0,0.6666666666666666,2.583458238934042
15,0.04577151892686258,[-0.00887497  0.57064324],[ 0.49508408 -1.67035335],0.0,1.0,3.0526403896036425
15,0.06713155369482333,[-1.28128675 -0.20174477],[-2.58448    -0.44006537],0.0,0.0,2.0212270985851486
15,0.09136212791492586,[-2.44192151  1.12472539],[-1.7984473   0.55511532],0.0,0.3333333333333333,0.7000841586890307
15,0.05475407048960218,[-0.46132773  0.55822566],[-0.1392393   1.24825897],0.0,0.0,1.7343724431688905
15,0.007118151214149434,[ 0.79501282 -1.20886531],[ 2.02613611 -1.91948263],0.3333333333333333,0.3333333333333333,1.9290013841997011
15,0.10615552810164497,[-0.65084345 -0.004807  ],[-1.51761627  0.26214957],0.0,0.3333333333333333,2.36623631637709
15,0.007012884513793108,[-0.36754834 -0.6384879 ],[ 0.70879257 -2.75023953],0.0,0.0,3.8550610719539664
15,2.653193808352191,[0.02736893 0.28680261],[-0.04651059  1.19656842],0.0,0.6666666666666666,4.15636598733983
15,0.010338854226905433,[-1.93184008  2.53611315],[-2.03700266  1.92670809],0.3333333333333333,0.3333333333333333,0.8794787450814052
15,0.8464992541738946,[-0.03149509  0.46601894],[-1.33880791 -0.1296699 ],0.0,0.0,2.879735979389539
15,1.014564140882486,[-0.36268523 -0.33227714],[-1.28175444 -0.41212348],0.0,1.0,2.7371976532353153
15,0.04387889607463715,[ 5.66371244 -3.48097258],[ 2.6656759 -1.1830954],0.3333333333333333,0.0,0.4386977294760198
15,0.01639337944481602,[ 0.76377928 -0.81207678],[ 1.06835407 -2.35192034],0.3333333333333333,0.3333333333333333,2.3171396105783537
15,0.11746186681384115,[-0.10106349 -1.02798275],[-0.48735465 -1.52986436],0.0,1.0,1.5544146016220721
15,0.056013221703896866,[1.42381708 4.0125364 ],[0.39146217 1.67948327],0.0,0.0,0.4050347402681878
15,2.391569700612549,[ 0.29875219 -0.31176617],[-1.29124118 -0.56061876],0.0,0.6666666666666666,3.2600579021259244
15,0.16366718327947752,[0.77253843 1.59897355],[1.10015528 0.22290218],0.0,0.0,0.6321080230542312
15,0.0943934266305814,[ 1.07408303 -1.34988862],[ 1.35391624 -2.56676559],0.0,0.0,1.6822313222066372
15,0.002892392439846856,[1.15474484 2.39003814],[2.09710662 1.26960395],0.0,0.0,0.9235610078535241
15,0.04066148484492653,[-0.0165101  -0.47250197],[-1.29098579 -0.42966411],0.3333333333333333,0.6666666666666666,2.8778264509650624
15,0.2373632200672515,[ 1.48395975 -1.28700974],[ 1.94489382 -0.27317246],0.0,0.3333333333333333,0.9998321196273076
15,0.023462505502225242,[-3.39555618 -0.62523321],[-3.10095931 -0.25427255],0.0,0.0,0.90115603620467
15,1.9975569538357323,[-0.09859593 -0.12890605],[-0.77260848 -1.15112379],0.0,0.0,8.542539978946596
15,0.08152005866612552,[-1.61500392 -0.02931472],[-2.33570912 -0.3184876 ],0.0,0.3333333333333333,1.4593987486112872
15,0.1992871597206002,[-0.43802381  0.55124297],[-0.1841964  1.2499332],0.3333333333333333,0.3333333333333333,1.794435235148605
15,0.003287349824090732,[0.65406038 1.52588914],[1.05031967 1.62655902],0.6666666666666666,0.3333333333333333,1.1662720853745943
20,0.7811931840624354,[-0.06420604  0.41493129],[-0.38333997 -1.64839899],0.0,0.75,4.030741866053541
20,0.48838752159794296,[0.86811096 0.21881647],[ 1.49632896 -0.49736771],0.0,0.0,1.7612957570255852
20,0.037792373544265324,[-1.34008153  2.76125191],[-1.34096169  2.22864557],0.0,0.25,0.8474265963199286
20,0.0473521040766059,[ 1.92862634 -0.38066373],[ 2.45735908 -0.20260161],0.25,0.25,1.2542750361865664
20,0.045810193061200724,[-1.8239558 -0.9305837],[-0.53761643 -1.12219057],0.0,0.25,0.6076891545777358
20,0.4718812279142967,[ 0.06688601 -1.01334282],[-1.33275361 -1.79502721],0.0,0.5,2.2014719632109885
20,0.0931113616496313,[0.94160752 1.04466784],[-0.42350995  1.29662226],0.0,0.5,0.9698778981771643
20,0.06136061183927999,[ 0.570956  -2.2188841],[-0.12013073 -2.9605241 ],0.25,0.5,1.293211228816285
20,0.3526349387979122,[-0.21903731  0.12967654],[ 0.02627715 -0.27983798],0.0,0.25,1.1041999706541301
20,0.08063991193151682,[ 0.27673865 -0.45320846],[-0.68828863 -0.87803446],0.0,0.0,2.1009659719214406
20,1.6290100085724253,[0.46706796 0.40736637],[-0.99975285 -0.35183631],0.0,0.5,1.7101128234446037
20,0.13663043077569434,[-2.01727209 -1.34716599],[-0.9207366  -2.10022876],0.0,0.5,0.9453542758076391
20,0.011520680116863195,[-2.42226464  4.88757187],[-1.02833353  2.34104384],0.0,0.25,0.46874401389069453
20,1.093606542471888,[0.2873813  0.28893776],[-0.35758359  1.16062229],0.0,0.5,2.980116331365638
20,0.2531002600534311,[-0.18154946 -0.02786574],[ 1.67725543 -0.74586181],0.0,0.5,9.9938106945826
20,0.002330397330310667,[0.1259092  3.12287944],[0.02933788 1.47747986],0.0,0.5,0.4728237165023556
20,0.7330107796999806,[-0.13067659  0.30180752],[ 1.63697503 -0.08583625],0.0,0.5,4.984213234261699
20,1.4034365049208108,[ 0.65005992 -0.52001512],[1.18208379 1.7154675 ],0.0,0.25,2.5025789614430627
20,0.04014352511443402,[-1.08894941  1.08345738],[-1.02339502  0.87107055],0.0,0.25,0.8748699664369227
20,0.08306254767765497,[ 1.09488332 -0.90185667],[-0.57643035 -1.58595909],0.5,0.5,1.1896203603315516
20,0.04991037781095813,[2.30044948 0.45000428],[ 2.02464329 -0.47864304],0.0,0.25,0.8875457202544373
20,0.012339380878665358,[1.40883596 0.74867906],[1.48903542 1.0293689 ],0.0,0.25,1.1346291044004169
20,0.3459086475550748,[-0.10649385 -0.23124335],[-0.64386619  0.22125721],0.0,0.5,2.674223288655393
20,0.0136278393225995,[-0.65542867  0.67296739],[-0.05707569  0.05957161],0.0,0.5,0.08782308197617254
20,0.008166844599739185,[-1.87760674 -0.56806987],[-0.61567887 -0.7093743 ],0.0,0.5,0.478825833239415
20,0.0902791872469632,[-1.93007579 -2.57782987],[-0.83217809 -1.64815899],0.0,0.0,0.573340308224665
20,0.056407904963026126,[1.00348905 4.45288321],[0.07513502 2.06763477],0.0,0.0,0.45327521012830924
20,0.001966806260707967,[-0.78230742 -0.59693479],[-2.10977233 -1.57323812],0.5,0.0,2.674453266838362
20,0.24682429312707554,[ 0.23703265 -0.96922003],[1.32506576 0.64894944],0.0,0.5,1.4787214510650193
20,1.6568558357513654,[-0.27923854 -0.23537534],[-0.2020351   1.40091427],0.0,0.5,3.875637743225903
20,0.022481946854958544,[-2.971984    0.93041064],[-2.36953371  0.28706854],0.25,0.0,0.7664394787190065
20,0.009525636698918535,[-0.61323476  1.3745086 ],[-1.38571904  2.6500688 ],0.0,0.0,1.9869081596872222
20,0.08421931501238807,[-0.90566733 -1.17696671],[-1.27063178 -0.11975522],0.0,0.25,0.8593856960305146
20,0.1233806149359182,[-2.64982522 -2.07347622],[-1.58897789 -1.95767992],0.0,0.0,0.7493736337220875
20,0.008613824992477563,[ 1.08491704 -3.49332583],[-0.28511507 -1.79953585],0.0,0.5,0.49809262389087394
20,1.2792357167141857,[ 0.65262574 -0.19623257],[-0.42617213 -2.37570369],0.25,1.0,3.5416935544916255
20,0.09272747254339679,[0.14373316 2.12558069],[1.27352499 2.43574412],0.0,0.0,1.2901517684304604
20,0.006664686247939858,[ 1.11403689 -2.14410131],[ 1.93338214 -2.24911336],0.5,0.25,1.2274762670170525
20,1.2874327018102174,[0.14506566 0.24688077],[-0.0767821  -1.05322814],0.0,0.0,3.687924243053128
20,0.07664668388691084,[ 1.99060264 -0.65513944],[ 2.05577257 -0.08169117],0.0,0.5,0.9817502718493709
20,0.11648827974500209,[-0.81657629 -0.28614485],[-1.36543033  0.41357159],0.0,0.25,1.648854882822081
20,0.012298740796403888,[ 1.62989441 -1.13740166],[ 1.00454241 -1.83589007],0.0,0.5,1.0529444643466608
20,0.013009893826725627,[ 0.03896405 -1.44732628],[ 0.77841582 -2.08034002],0.0,0.5,1.5341386568236806
20,0.01822155420445486,[1.01003393 2.52870139],[0.49015617 1.43736939],0.25,0.75,0.5577190304534893
20,0.04134936182517987,[1.35040415 2.67221567],[1.56659852 2.69525624],0.25,0.0,1.04122314615908
20,0.020416606715768764,[ 0.4179987  -2.79989075],[ 1.22977705 -2.75118598],0.0,0.0,1.064506076869363
20,0.00558923128905991,[-1.07152975 -1.9346044 ],[-1.11183262 -1.52806135],0.0,0.0,0.8544970537313514
20,0.041485614207735534,[-2.77092826  1.40983943],[-2.40749752  1.97841786],0.25,0.25,1.0022988423701058
20,0.6129396704803938,[0.16498942 0.07428388],[-1.09711459  0.08640255],0.0,0.5,6.082161196438346
20,0.05202503724119277,[-0.30842568 -0.72145698],[-1.68096525 -2.6309407 ],0.25,0.25,3.979126886666175
20,0.04119206754200642,[-0.43712112 -0.6058693 ],[-0.24144666 -0.39585022],0.0,0.5,0.6206355140419851
20,3.6153077846698825,[0.24712152 0.33612277],[1.1271313  0.05065396],0.0,0.25,2.7044481595157466
20,0.01165544712289239,[-1.82398914  4.92051729],[-1.43334108  1.54077252],0.0,0.75,0.4010108691031823
20,0.0015950217486603033,[-0.62009476  2.59475222],[-0.41606703  2.01379501],0.0,0.0,0.7707897628160207
20,0.11390634041383865,[ 1.22484596 -2.43505741],[ 0.2759959  -1.25174165],0.0,0.0,0.4702574662913166
20,0.08347394851817865,[-1.49227007  0.76937355],[-1.19999293  2.35787979],0.25,0.25,1.5758084717935994
20,0.03028466299947005,[ 3.26733088 -2.18659086],[ 1.31887377 -0.91613851],0.0,0.25,0.40845684444320024
20,0.007528518757286291,[0.47879792 2.12273312],[0.48477979 2.02581694],0.0,0.0,0.9572402611542582
20,0.020800643176867,[ 4.35448787 -0.90462844],[ 2.74726829 -0.92418002],0.0,0.0,0.6517312617452617
20,0.508276730315521,[-0.3817312  -0.19618338],[-0.33481014 -0.69556416],0.0,0.75,1.7986088908677988
20,0.009438290506196685,[-0.40387328 -1.76923287],[1.72279495 0.0811609 ],0.0,0.75,0.95038468352252
20,0.06057526504715073,[-0.26135751  4.39463026],[0.72351328 2.07451167],0.0,1.0,0.4990600253280876
20,0.010518368307499259,[-0.17405891 -0.78670595],[-0.77843636 -0.8249088 ],0.0,0.5,1.4076808421514728
20,0.36164369745236474,[-0.49477285 -0.10830486],[1.6319988  0.40126752],0.0,0.75,3.3181550193760336
20,0.036826370097145275,[ 0.40003618 -2.76581476],[ 0.75737154 -1.59029034],0.0,0.25,0.6302988202850507
20,0.0034704390194899314,[-5.59407631 -1.16734054],[-1.98129104 -1.12061647],0.0,0.0,0.398322831222693
20,0.25222662519600747,[-0.31645218  0.56305061],[0.17742139 1.31675633],0.0,0.75,2.0571072292755574
20,0.18610783827724015,[1.34638654 1.29604505],[0.96671047 2.09824042],0.0,0.0,1.2361945522683255
20,0.003623170478882457,[ 2.27276427 -0.89773126],[-0.21139183 -1.27604123],0.0,0.25,0.52930557408086
20,0.06289097273566227,[2.08338713 0.89036345],[ 1.40526724 -0.31933269],0.25,0.25,0.6360567668961646
20,0.05296583075147791,[-1.46099591  2.96480583],[-0.47034352  1.31071541],0.5,0.25,0.4213166670712065
20,0.037116753826238365,[-4.58993801 -3.55481053],[-2.78677474 -1.20999387],0.25,0.25,0.5233153260862539
20,0.05366885360738107,[ 5.51793279 -2.17671445],[ 2.72130636 -0.63935608],0.0,0.5,0.4712612256590759
20,0.06661536709996892,[-2.66174922 -0.49212532],[-2.67804193 -1.37661409],0.25,0.0,1.1124109595639833
20,0.021405215895966168,[-1.8622032   1.58922981],[0.39776845 1.50860678],0.0,0.5,0.6372824390288218
20,0.14230299366915491,[0.20318475 0.00167603],[ 1.54283198 -1.0588018 ],0.0,0.5,9.20904223321074
20,0.022662163758717543,[-0.99270239  1.81707506],[-0.03815424  1.15446661],0.0,0.5,0.5578668435833869
20,0.029396437012409293,[-0.88111079  0.2894923 ],[-2.64071616  1.3950243 ],0.5,0.5,3.2201752627141107
20,1.4829186284932194,[0.43046731 0.42456133],[-0.29362423  0.5363331 ],0.0,0.75,1.0113077860090334
20,0.0733158974167258,[0.79613758 0.34324347],[1.3345064  0.23534017],0.0,0.25,1.5630135786673496
20,0.03203071536563245,[ 1.83794581 -2.30426435],[ 2.03619398 -2.21001578],0.5,0.5,1.0195256118052585
20,0.009167209139037675,[2.73844259 1.4062535 ],[1.28535926 0.10091569],0.25,0.75,0.4188246891573635
20,0.006626965995709412,[ 2.39343749 -2.12902045],[ 2.06046586 -0.03150513],0.0,0.25,0.6433030412817721
20,0.011912303446544027,[-0.74370515  1.81300342],[-0.1789771   1.28206039],0.0,0.5,0.6605863226806828
20,1.389427652472194,[0.83483053 0.5327717 ],[1.02372374 1.34138905],0.0,0.25,1.70385160721506
20,0.45818258772098436,[ 0.38833796 -0.51616333],[ 1.68802806 -0.09818462],0.0,0.75,2.617729769309283
20,0.005659667407329367,[-0.62975632 -2.34236197],[-0.31483002 -1.64605275],0.0,0.25,0.6909343503826098
20,0.020235511963065583,[-1.53817656 -0.27231226],[-2.33011832 -0.8100751 ],0.25,0.25,1.5792352858460625
20,1.2701315937375404,[0.21922742 0.37994606],[ 1.13304194 -0.67163889],0.0,0.5,3.0026889374741326
20,0.15594131516963183,[-0.20266664  1.26040643],[-0.61467932  1.7307204 ],0.0,0.5,1.4386958458527321
20,0.08314840069932115,[-0.86123104  1.53476219],[-1.46462878  1.81886811],0.0,0.25,1.3269324684842148
20,0.05652345652335714,[0.52091848 0.80312675],[0.96261189 2.31522621],0.0,0.25,2.619286246598091
20,0.10155280966218683,[1.0313099  1.12391158],[1.49579335 1.96558716],0.25,0.0,1.6192750742819801
20,0.07947955468049862,[-3.27017326  2.24652252],[-1.60472459  1.12347374],0.0,0.25,0.4937420111858835
20,0.8791115229770364,[ 0.90282674 -0.05826625],[0.28419717 0.47267567],0.0,0.25,0.6096291387717497
20,0.5445231449412588,[-0.22137763  0.57268297],[-1.10909518 -1.19660897],0.0,0.5,2.6573305307996447
20,0.4934911472398975,[0.52226525 0.95977124],[ 0.64252346 -0.36309741],0.0,0.75,0.6754313643816205
20,0.5933919550706387,[-0.34046826  0.33416807],[ 1.85054321 -0.51800856],0.0,0.0,4.028160451146763
20,0.8791644739325647,[ 0.2794774  -0.02037462],[ 0.32411661 -0.66676723],0.0,0.25,2.6456813096339666
20,0.012784520218848775,[-0.3622469  -0.02707045],[0.07965228 1.49930004],0.25,0.75,4.133201845089882
25,0.024280214502982112,[2.26226218 2.93855309],[1.97550037 2.02034076],0.2,0.2,0.7619439576221464
25,0.005883519317424811,[1.66472704 1.88146643],[0.43741623 1.6379243 ],0.0,0.8,0.674832593132052
25,0.0030459289893566615,[1.70509125 0.93742859],[0.59848408 1.92075301],0.0,0.0,1.0339405619447886
25,0.0030850409151045454,[ 1.44192103 -1.13964359],[ 1.31178329 -1.88460078],0.0,0.0,1.2493473103731845
25,0.10435815455980701,[0.11307336 0.83712239],[1.07121839 0.19443216],0.2,0.2,1.2888470418221494
25,1.3425894797413322,[ 0.3351528  -0.13725192],[-0.25618665 -1.49556084],0.0,0.6,4.189617362517732
25,0.006082936356081922,[-0.20777161  0.4201887 ],[-0.148259    1.24704241],0.2,0.4,2.679086325779752
25,0.06287940945198571,[-1.7909767   1.67412483],[-0.55746154  2.77579351],0.0,0.4,1.1548497349586981
25,0.40662450317514703,[0.09732915 0.12598207],[1.30679625 0.44068675],0.0,0.4,8.662731547284455
25,0.07575252173998569,[ 1.09011744 -1.23287525],[ 1.38279773 -1.31502303],0.0,0.2,1.1595345992885637
25,0.11514265770741082,[ 0.16928553 -0.07132583],[1.76590804 0.94299815],0.0,0.4,10.897875998264826
25,0.004354726594819235,[-8.03076185  6.46079735],[-2.28514906  1.68443602],0.0,0.6,0.27543105801775225
25,0.00955603849698805,[1.22823695 0.76837285],[0.7832495  1.38895836],0.0,0.4,1.1006365073382878
25,0.028054323954019078,[-1.5831901   0.95187516],[-2.36703086  1.30007325],0.0,0.0,1.461887310040145
25,0.014653581982967378,[ 2.13055309 -2.39435749],[ 1.95573972 -1.11684079],0.0,0.0,0.7026977364449305
25,0.10658537786572736,[-2.25563898  1.19433596],[-0.17441234  2.37093777],0.0,0.4,0.9314438341993974
25,0.012359568113196079,[-1.4824895  -0.36395062],[-0.96776388 -0.76378679],0.0,0.4,0.8076309307532995
25,0.01062424707564146,[1.55317123 3.42594081],[0.3073776  2.72986235],0.0,0.0,0.7303101339348694
25,0.6675199060120545,[-0.13900302 -0.17319978],[-1.22848837 -0.00345392],0.0,0.2,5.531733185218913
25,0.03776229688585827,[-1.40428494  0.86551348],[-0.55077052  1.65634111],0.2,0.4,1.0581527010435627
25,1.916893012897501,[ 0.44356215 -0.47656496],[-0.15047375 -1.06470301],0.0,0.8,1.6516233796023154
25,1.1802601921305786,[-0.19762883  0.58836446],[-0.0695892  -1.14009476],0.0,0.4,1.8402993482246839
25,0.04363510430348555,[ 2.19028633 -0.20428017],[2.0367681  0.13841513],0.2,0.4,0.9280268093424977
25,1.5843306613143717,[-0.54697605  0.00495302],[-0.33730757  1.38180165],0.0,1.0,2.600328166926891
25,0.0264859614416178,[ 0.20167171 -1.59773541],[-0.35019956 -1.74027567],0.0,0.4,1.1023021803395086
25,0.34299951936869516,[ 0.26236776 -0.39051626],[-0.37698199  1.40843875],0.0,0.6,3.099081481401666
25,0.005510177356532868,[-0.18969694  0.07606019],[-0.35595548 -0.94991452],0.0,0.4,4.963452329697387
25,0.031459944123160256,[ 2.84173724 -1.25209532],[ 2.70078213 -1.45088426],0.0,0.0,0.9872715514479427
25,0.00047122947462170846,[1.82889571 2.58240939],[1.79635202 1.92085721],0.2,0.2,0.8310903545657943
25,0.07134524597348048,[0.0207461 0.0231262],[0.65714817 0.79898806],0.0,0.4,33.29846319928638
25,0.0728613956086219,[ 1.67960566 -1.16565641],[ 1.6576213  -0.50650897],0.0,0.4,0.8477922187588541
25,0.015643503382746633,[-0.12093277  0.9284746 ],[0.91873404 2.0281627 ],0.0,0.0,2.377984877937024
25,0.0061293045695745285,[-1.98549458 -5.01860358],[-0.77122856 -2.36968353],0.0,0.4,0.4617351964982071
25,0.008750829592884219,[-1.47597438 -0.65807627],[-2.14190588 -0.64148254],0.4,0.6,1.3835743070314772
25,0.011331948429087219,[-1.11117669  2.30861168],[-0.62807097  1.67560938],0.0,0.4,0.6984295172963613
