n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
3000,0.00032623327299891725,0.00041550035970224576,4.183414969658664e-06,0.03333333333333333,0.0033333333333333335
3000,0.00019959759880279723,0.00019608459237236675,0.0002443913395591631,0.0,0.01
3100,0.0003469687447183424,5.993268640030144e-05,0.00027701259084665067,0.0032258064516129032,0.008064516129032258
3100,2.1110038696146378e-05,0.0002212467775383059,0.00021317801557590942,0.0032258064516129032,0.0032258064516129032
3100,0.0002714535500781206,0.0006955651269251437,5.358280082714985e-05,0.0,0.0064516129032258064
3100,0.00043713987220965147,0.0004632888688760831,1.1140079455670078e-06,0.0,0.0
3100,0.000490353324640328,0.0008607976189091555,0.00012535795504067855,0.008064516129032258,0.0016129032258064516
3100,0.00045386575381164545,0.0005154358225457046,0.0007781992388852215,0.0016129032258064516,0.004838709677419355
3100,4.9973640904276614e-05,0.0004863120233011835,0.00015594433471907465,0.01129032258064516,0.008064516129032258
3100,4.1971793321301536e-05,0.0006579615428281869,0.00010956087664108309,0.0,0.004838709677419355
