n,gamma,perceptron gamma,svm gamma,perceptron_error,svm_error
2100,5.148633826631726e-05,0.0007432201365963058,2.9761739116451445e-05,0.0,0.007142857142857143
2100,0.00011320772872149951,4.081987830250035e-05,0.0007344253516807383,0.002380952380952381,0.009523809523809525
2100,0.000769937752111143,4.634899793468976e-05,1.6343670725064836e-05,0.014285714285714285,0.004761904761904762
2100,0.000365476255157442,0.0007876793448696539,0.0005238764601915016,0.0,0.004761904761904762
2100,0.0012811005503347592,0.0011498514315779963,0.00023635191717640857,0.002380952380952381,0.007142857142857143
2100,0.0006415765552497225,0.00027424061578285686,0.0007377953234751143,0.0,0.002380952380952381
2100,0.0005011668303932673,0.0010640087441383633,0.00016190786687181506,0.004761904761904762,0.002380952380952381
2100,0.00022645126231482727,0.0001853842776131235,0.00024225580927433977,0.07142857142857142,0.004761904761904762
2100,1.5601247273332153e-05,0.0001913374214232329,0.0001475600413483367,0.06190476190476191,0.014285714285714285
2100,0.0011301994572105757,0.0011228555767064255,0.0004675110794279228,0.0,0.0
2100,0.0004321986356079899,0.0009369667479310758,0.00016336166538802002,0.0,0.002380952380952381
2100,0.0024053796801515193,0.0010567898982734591,0.0007459108401490044,0.0,0.007142857142857143
2100,0.0009012574109835701,0.0006282177738118808,0.0002896418360203394,0.0,0.0
2100,0.001436209385818945,0.001379468971761838,0.0014687806149341269,0.0,0.0
2100,0.0007330846943140527,0.0007484039841722401,0.0007939236011356227,0.0,0.0
2100,0.000336248351213089,0.0004015235356757239,9.909813140177487e-05,0.0,0.002380952380952381
2100,0.0002560236246279892,0.0002629963385557925,0.00018880489557245633,0.0,0.007142857142857143
2100,0.00015450473470807256,0.000598221759912236,0.0007060708386135578,0.002380952380952381,0.009523809523809525
2100,0.0001181298766532737,0.0005245366148946076,0.0006342534131668447,0.0,0.002380952380952381
2100,0.00013340101339901302,0.00011799792465271732,0.0009650662152390724,0.0,0.002380952380952381
2100,0.00024166298468699884,0.0002975013382276266,0.0017824374722211276,0.0,0.002380952380952381
2100,0.00018476092025142808,0.0006546164132793319,0.0005134064144987075,0.002380952380952381,0.009523809523809525
2100,0.0005308362880701863,0.000549156273553128,0.00011732007671658527,0.0,0.0
2100,0.0007602613438225219,0.0002643903871819171,6.706913198807379e-06,0.0,0.002380952380952381
2100,2.2008923309799256e-05,9.123972702895872e-05,0.0008113739821510252,0.05,0.002380952380952381
2100,6.432338831318556e-05,0.0005808182015250128,0.0007565527987977874,0.009523809523809525,0.009523809523809525
2100,0.00014054592742842082,0.0024199692968052996,0.0007712684733671814,0.002380952380952381,0.002380952380952381
2100,0.00041771524060534477,0.00010812324136480543,0.00012009163076058528,0.0,0.002380952380952381
2100,0.0006853757309478297,0.0026151829089851326,0.0001803615277503629,0.007142857142857143,0.009523809523809525
2100,0.00017887280562673522,0.00022211940148109742,0.0013682770018962882,0.0,0.002380952380952381
2100,0.00042727737070744347,0.00021020214747681607,0.00032931108874674096,0.009523809523809525,0.014285714285714285
2100,0.0004180379675196671,0.00030305496060882976,0.00014715021436936799,0.0,0.002380952380952381
2100,0.0002161863511630757,3.7552684604122926e-05,0.00010786841696567808,0.0,0.007142857142857143
2100,0.0010110333209803174,0.001398105439973757,0.00010358309733471489,0.0,0.009523809523809525
2100,0.00019466197584017044,0.0010069590392594921,0.00034758694535407425,0.0,0.004761904761904762
2100,2.9636986282461116e-05,0.0008469464424907038,0.001608856357187717,0.0,0.0
2100,7.298188419580983e-05,0.00045079825361469904,0.0011723948034405981,0.0,0.011904761904761904
2100,0.003014587657733962,0.0019783244233728217,0.00022530176360050004,0.0,0.004761904761904762
2100,0.0008136778542529558,0.0001539056933626705,2.534031943896131e-05,0.0,0.0
2100,8.822966683625743e-05,9.690239984874122e-05,0.00016987430562374263,0.0,0.007142857142857143
2100,0.0003844603019391957,8.215332749656578e-05,0.00011057856447907816,0.014285714285714285,0.0
2100,0.004288946262132995,0.003974587875970332,1.5145114324020111e-05,0.0,0.0
2100,0.00013701266186536438,0.0014030808867121782,0.00020606351550123253,0.007142857142857143,0.007142857142857143
2100,0.00025114729721380555,3.486477233914426e-05,0.00016377012420704058,0.004761904761904762,0.002380952380952381
2100,0.00016573502408477782,0.0006818897943652847,0.0007870188790840446,0.002380952380952381,0.0
3100,0.00041222991988330095,0.0008779836961311234,0.000547753239939403,0.0,0.0016129032258064516
3100,0.0001887548435640203,0.0007391508705310903,3.9169351058736264e-05,0.0,0.0
3100,0.0001752507348742494,0.00037351857312503916,0.0005464821804481905,0.0,0.0064516129032258064
3100,0.00015548384032186278,0.0002857558839617698,0.0004365406838722764,0.0,0.0064516129032258064
3100,5.5774069851993254e-05,0.0005986851780136957,0.00033395280094003,0.0,0.0016129032258064516
3100,0.0007072182188718108,0.00013613795318866522,0.0006619643665271447,0.0016129032258064516,0.0016129032258064516
3100,0.0002991068539003288,0.0003853815501332108,0.00021944781364864922,0.0,0.0016129032258064516
3100,3.363612989111914e-05,0.000439680344643784,0.0007458544441115685,0.0,0.0032258064516129032
3100,0.0009341167126784797,0.000153824817149133,0.00034482229484719934,0.0,0.0016129032258064516
3100,0.0003055497930689841,0.00016959053153880346,8.38474029114269e-05,0.0,0.0032258064516129032
3100,0.0008479931153689583,0.0009090207236240139,2.64813802090836e-05,0.0,0.008064516129032258
3100,0.0001890261304838913,8.118691068673249e-05,0.0008468963798960963,0.0,0.0
3100,2.7410541714704236e-05,0.00034052870088922854,3.680953488128634e-05,0.0016129032258064516,0.0
3100,6.783696185736705e-05,0.0001312836504798866,0.0009588883869477448,0.0,0.0032258064516129032
